Tag	Name	Keyword	VR	VM	Unnamed: 5	Attribute Name	Retd. (from PS3.6 )	In Std. Comp. IOD (from PS3.3 )	Basic Prof.	Anonymisation	XNAT Code
(0400,0550)	Modified Attributes Sequence	Modified​Attributes​Sequence	SQ	1		Modified Attributes Sequence	N	N	X	-(0400,0550)	-(0400,0550) //Modified Attributes Sequence
(0400,0551)	Nonconforming Modified Attributes Sequence	Nonconforming​Modified​Attributes​Sequence	SQ	1		Nonconforming Modified Attributes Sequence	N	N	X	-(0400,0551)	-(0400,0551) //Nonconforming Modified Attributes Sequence
(0400,0552)	Nonconforming Data Element Value	Nonconforming​Data​Element​Value	OB	1		Nonconforming Data Element Value	N	N	X	-(0400,0552)	-(0400,0552) //Nonconforming Data Element Value
(0400,0561)	Original Attributes Sequence	Original​Attributes​Sequence	SQ	1		Original Attributes Sequence	N	Y	X	-(0400,0561)	-(0400,0561) //Original Attributes Sequence
(0400,0562)	Attribute Modification DateTime	Attribute​Modification​Date​Time	DT	1		Attribute Modification DateTime	N	Y	D	(0400,0562) ?= "00000000000000.000000"	(0400,0562) ?= "00000000000000.000000" //Attribute Modification DateTime
(0400,0563)	Modifying System	Modifying​System	LO	1		Modifying System	N	Y	D	(0400,0563) ?= "ANON"	(0400,0563) ?= "ANON" //Modifying System
(0400,0564)	Source of Previous Values	Source​Of​Previous​Values	LO	1		Source of Previous Values	N	Y	Z	(0400,0564) ?= "ANON"	(0400,0564) ?= "ANON" //Source of Previous Values
(0400,0565)	Reason for the Attribute Modification	Reason​For​The​Attribute​Modification	CS	1		Reason for the Attribute Modification	N	Y	D	(0400,0565) ?= "ANON"	(0400,0565) ?= "ANON" //Reason for the Attribute Modification
(0400,0600)	Instance Origin Status	Instance​Origin​Status	CS	1		Instance Origin Status	N	Y	X	-(0400,0600)	-(0400,0600) //Instance Origin Status
(2030,0020)	Text String	Text​String	LO	1		Text String	N	N	X	-(2030,0020)	-(2030,0020) //Text String
(2100,0040)	Creation Date	Creation​Date	DA	1		Creation Date	N	N	X	-(2100,0040)	-(2100,0040) //Creation Date
(2100,0050)	Creation Time	Creation​Time	TM	1		Creation Time	N	N	X	-(2100,0050)	-(2100,0050) //Creation Time
(2100,0070)	Originator	Originator	AE	1		Originator	N	N	X	-(2100,0070)	-(2100,0070) //Originator
(2100,0140)	Destination AE	Destination​AE	AE	1		Destination AE	N	Y	D	(2100,0140) ?= "ANON"	(2100,0140) ?= "ANON" //Destination AE
(2200,0002)	Label Text	Label​Text	UT	1		Label Text	N	Y	X/Z	(2200,0002) ?= "ANON"	(2200,0002) ?= "ANON" //Label Text
(2200,0005)	Barcode Value	Barcode​Value	LT	1		Barcode Value	N	Y	X/Z	(2200,0005) ?= "ANON"	(2200,0005) ?= "ANON" //Barcode Value
(3002,0121)	Position Acquisition Template Name	Position​Acquisition​Template​Name	LO	1		Position Acquisition Template Name	N	Y	X	-(3002,0121)	-(3002,0121) //Position Acquisition Template Name
(3002,0123)	Position Acquisition Template Description	Position​Acquisition​Template​Description	LT	1		Position Acquisition Template Description	N	Y	X	-(3002,0123)	-(3002,0123) //Position Acquisition Template Description
(3006,0002)	Structure Set Label	Structure​Set​Label	SH	1		Structure Set Label	N	Y	D	(3006,0002) ?= "ANON"	(3006,0002) ?= "ANON" //Structure Set Label
(3006,0004)	Structure Set Name	Structure​Set​Name	LO	1		Structure Set Name	N	Y	X	-(3006,0004)	-(3006,0004) //Structure Set Name
(3006,0006)	Structure Set Description	Structure​Set​Description	ST	1		Structure Set Description	N	Y	X	-(3006,0006)	-(3006,0006) //Structure Set Description
(3006,0008)	Structure Set Date	Structure​Set​Date	DA	1		Structure Set Date	N	Y	Z	(3006,0008) ?= "00000000"	(3006,0008) ?= "00000000" //Structure Set Date
(3006,0009)	Structure Set Time	Structure​Set​Time	TM	1		Structure Set Time	N	Y	Z	(3006,0009) ?= "000000.000000"	(3006,0009) ?= "000000.000000" //Structure Set Time
(3006,0024)	Referenced Frame of Reference UID	Referenced​Frame​Of​Reference​UID	UI	1		Referenced Frame of Reference UID	N	Y	U	(3006,0024) ?= hashUID[(3006,0024)]	(3006,0024) ?= hashUID[(3006,0024)] //Referenced Frame of Reference UID
(3006,0026)	ROI Name	ROI​Name	LO	1		ROI Name	N	Y	Z	(3006,0026) ?= "ANON"	(3006,0026) ?= "ANON" //ROI Name
(3006,0028)	ROI Description	ROI​Description	ST	1		ROI Description	N	Y	X	-(3006,0028)	-(3006,0028) //ROI Description
(3006,002D)	ROI DateTime	ROI​Date​Time	DT	1		ROI DateTime	N	Y	X	-(3006,002D)	-(3006,002D) //ROI DateTime
(3006,002E)	ROI Observation DateTime	ROI​Observation​Date​Time	DT	1		ROI Observation DateTime	N	Y	X	-(3006,002E)	-(3006,002E) //ROI Observation DateTime
(3006,0038)	ROI Generation Description	ROI​Generation​Description	LO	1		ROI Generation Description	N	Y	X	-(3006,0038)	-(3006,0038) //ROI Generation Description
(3006,004D)	ROI Creator Sequence	ROI​Creator​Sequence	SQ	1		ROI Creator Sequence	N	Y	X	-(3006,004D)	-(3006,004D) //ROI Creator Sequence
(3006,004E)	ROI Interpreter Sequence	ROI​Interpreter​Sequence	SQ	1		ROI Interpreter Sequence	N	Y	X	-(3006,004E)	-(3006,004E) //ROI Interpreter Sequence
(3006,0085)	ROI Observation Label	ROI​Observation​Label	SH	1	RET (2022b)	ROI Observation Label	Y	Y	X	-(3006,0085)	-(3006,0085) //ROI Observation Label
(3006,0088)	ROI Observation Description	ROI​Observation​Description	ST	1	RET (2022b)	ROI Observation Description	Y	Y	X	-(3006,0088)	-(3006,0088) //ROI Observation Description
(3006,00A6)	ROI Interpreter	ROI​Interpreter	PN	1		ROI Interpreter	N	Y	Z	(3006,00A6) ?= "ANON"	(3006,00A6) ?= "ANON" //ROI Interpreter
(3006,00C2)	Related Frame of Reference UID	Related​Frame​Of​Reference​UID	UI	1	RET (2011)	Related Frame of Reference UID	Y	N	U	(3006,00C2) ?= hashUID[(3006,00C2)]	(3006,00C2) ?= hashUID[(3006,00C2)] //Related Frame of Reference UID
(3008,0024)	Treatment Control Point Date	Treatment​Control​Point​Date	DA	1		Treatment Control Point Date	N	Y	D	(3008,0024) ?= "00000000"	(3008,0024) ?= "00000000" //Treatment Control Point Date
(3008,0025)	Treatment Control Point Time	Treatment​Control​Point​Time	TM	1		Treatment Control Point Time	N	Y	D	(3008,0025) ?= "000000.000000"	(3008,0025) ?= "000000.000000" //Treatment Control Point Time
(3008,0054)	First Treatment Date	First​Treatment​Date	DA	1		First Treatment Date	N	Y	X/D	(3008,0054) ?= "00000000"	(3008,0054) ?= "00000000" //First Treatment Date
(3008,0056)	Most Recent Treatment Date	Most​Recent​Treatment​Date	DA	1		Most Recent Treatment Date	N	Y	X/D	(3008,0056) ?= "00000000"	(3008,0056) ?= "00000000" //Most Recent Treatment Date
(3008,0105)	Source Serial Number	Source​Serial​Number	LO	1		Source Serial Number	N	Y	X/Z	(3008,0105) ?= "ANON"	(3008,0105) ?= "ANON" //Source Serial Number
(3008,0162)	Safe Position Exit Date	Safe​Position​Exit​Date	DA	1		Safe Position Exit Date	N	Y	D	(3008,0162) ?= "00000000"	(3008,0162) ?= "00000000" //Safe Position Exit Date
(3008,0164)	Safe Position Exit Time	Safe​Position​Exit​Time	TM	1		Safe Position Exit Time	N	Y	D	(3008,0164) ?= "000000.000000"	(3008,0164) ?= "000000.000000" //Safe Position Exit Time
(3008,0166)	Safe Position Return Date	Safe​Position​Return​Date	DA	1		Safe Position Return Date	N	Y	D	(3008,0166) ?= "00000000"	(3008,0166) ?= "00000000" //Safe Position Return Date
(3008,0168)	Safe Position Return Time	Safe​Position​Return​Time	TM	1		Safe Position Return Time	N	Y	D	(3008,0168) ?= "000000.000000"	(3008,0168) ?= "000000.000000" //Safe Position Return Time
(3008,0250)	Treatment Date	Treatment​Date	DA	1		Treatment Date	N	Y	X/D	(3008,0250) ?= "00000000"	(3008,0250) ?= "00000000" //Treatment Date
(3008,0251)	Treatment Time	Treatment​Time	TM	1		Treatment Time	N	Y	X/D	(3008,0251) ?= "000000.000000"	(3008,0251) ?= "000000.000000" //Treatment Time
(300A,0002)	RT Plan Label	RT​Plan​Label	SH	1		RT Plan Label	N	Y	D	(300A,0002) ?= "ANON"	(300A,0002) ?= "ANON" //RT Plan Label
(300A,0003)	RT Plan Name	RT​Plan​Name	LO	1		RT Plan Name	N	Y	X	-(300A,0003)	-(300A,0003) //RT Plan Name
(300A,0004)	RT Plan Description	RT​Plan​Description	ST	1		RT Plan Description	N	Y	X	-(300A,0004)	-(300A,0004) //RT Plan Description
(300A,0006)	RT Plan Date	RT​Plan​Date	DA	1		RT Plan Date	N	Y	X/D	(300A,0006) ?= "00000000"	(300A,0006) ?= "00000000" //RT Plan Date
(300A,0007)	RT Plan Time	RT​Plan​Time	TM	1		RT Plan Time	N	Y	X/D	(300A,0007) ?= "000000.000000"	(300A,0007) ?= "000000.000000" //RT Plan Time
(300A,000B)	Treatment Sites	Treatment​Sites	LO	1-n	RET (2021e)	Treatment Sites	Y	N	X	-(300A,000B)	-(300A,000B) //Treatment Sites
(300A,000E)	Prescription Description	Prescription​Description	ST	1		Prescription Description	N	Y	X	-(300A,000E)	-(300A,000E) //Prescription Description
(300A,0013)	Dose Reference UID	Dose​Reference​UID	UI	1		Dose Reference UID	N	Y	U	(300A,0013) ?= hashUID[(300A,0013)]	(300A,0013) ?= hashUID[(300A,0013)] //Dose Reference UID
(300A,0016)	Dose Reference Description	Dose​Reference​Description	LO	1		Dose Reference Description	N	Y	X	-(300A,0016)	-(300A,0016) //Dose Reference Description
(300A,0054)	Table Top Position Alignment UID	Table​Top​Position​Alignment​UID	UI	1		Table Top Position Alignment UID	N	Y	U	(300A,0054) ?= hashUID[(300A,0054)]	(300A,0054) ?= hashUID[(300A,0054)] //Table Top Position Alignment UID
(300A,0072)	Fraction Group Description	Fraction​Group​Description	LO	1		Fraction Group Description	N	Y	X	-(300A,0072)	-(300A,0072) //Fraction Group Description
(300A,0083)	Referenced Dose Reference UID	Referenced​Dose​Reference​UID	UI	1		Referenced Dose Reference UID	N	Y	U	(300A,0083) ?= hashUID[(300A,0083)]	(300A,0083) ?= hashUID[(300A,0083)] //Referenced Dose Reference UID
(300A,00B2)	Treatment Machine Name	Treatment​Machine​Name	SH	1		Treatment Machine Name	N	Y	X/Z	(300A,00B2) ?= "ANON"	(300A,00B2) ?= "ANON" //Treatment Machine Name
(300A,00C3)	Beam Description	Beam​Description	ST	1		Beam Description	N	Y	X	-(300A,00C3)	-(300A,00C3) //Beam Description
(300A,00DD)	Bolus Description	Bolus​Description	ST	1		Bolus Description	N	Y	X	-(300A,00DD)	-(300A,00DD) //Bolus Description
(300A,0196)	Fixation Device Description	Fixation​Device​Description	ST	1		Fixation Device Description	N	Y	X	-(300A,0196)	-(300A,0196) //Fixation Device Description
(300A,01A6)	Shielding Device Description	Shielding​Device​Description	ST	1		Shielding Device Description	N	Y	X	-(300A,01A6)	-(300A,01A6) //Shielding Device Description
(300A,01B2)	Setup Technique Description	Setup​Technique​Description	ST	1		Setup Technique Description	N	Y	X	-(300A,01B2)	-(300A,01B2) //Setup Technique Description
(300A,0216)	Source Manufacturer	Source​Manufacturer	LO	1		Source Manufacturer	N	Y	X	-(300A,0216)	-(300A,0216) //Source Manufacturer
(300A,022C)	Source Strength Reference Date	Source​Strength​Reference​Date	DA	1		Source Strength Reference Date	N	Y	D	(300A,022C) ?= "00000000"	(300A,022C) ?= "00000000" //Source Strength Reference Date
(300A,022E)	Source Strength Reference Time	Source​Strength​Reference​Time	TM	1		Source Strength Reference Time	N	Y	D	(300A,022E) ?= "000000.000000"	(300A,022E) ?= "000000.000000" //Source Strength Reference Time
(300A,02EB)	Compensator Description	Compensator​Description	LT	1		Compensator Description	N	Y	X	-(300A,02EB)	-(300A,02EB) //Compensator Description
(300A,0608)	Treatment Position Group Label	Treatment​Position​Group​Label	LO	1		Treatment Position Group Label	N	Y	D	(300A,0608) ?= "ANON"	(300A,0608) ?= "ANON" //Treatment Position Group Label
(300A,0609)	Treatment Position Group UID	Treatment​Position​Group​UID	UI	1		Treatment Position Group UID	N	Y	U	(300A,0609) ?= hashUID[(300A,0609)]	(300A,0609) ?= hashUID[(300A,0609)] //Treatment Position Group UID
(300A,0611)	RT Accessory Holder Slot ID	RTAccessory​Holder​Slot​ID	LO	1		RT Accessory Holder Slot ID	N	Y	Z	(300A,0611) ?= "ANON"	(300A,0611) ?= "ANON" //RT Accessory Holder Slot ID
(300A,0615)	RT Accessory Device Slot ID	RTAccessory​Device​Slot​ID	LO	1		RT Accessory Device Slot ID	N	Y	Z	(300A,0615) ?= "ANON"	(300A,0615) ?= "ANON" //RT Accessory Device Slot ID
(300A,0619)	Radiation Dose Identification Label	Radiation​Dose​Identification​Label	LO	1		Radiation Dose Identification Label	N	Y	D	(300A,0619) ?= "ANON"	(300A,0619) ?= "ANON" //Radiation Dose Identification Label
(300A,0623)	Radiation Dose In-Vivo Measurement Label	Radiation​Dose​In​Vivo​Measurement​Label	LO	1		Radiation Dose In-Vivo Measurement Label	N	Y	D	(300A,0623) ?= "ANON"	(300A,0623) ?= "ANON" //Radiation Dose In-Vivo Measurement Label
(300A,062A)	RT Tolerance Set Label	RTTolerance​Set​Label	LO	1		RT Tolerance Set Label	N	Y	D	(300A,062A) ?= "ANON"	(300A,062A) ?= "ANON" //RT Tolerance Set Label
(300A,0650)	Patient Setup UID	Patient​Setup​UID	UI	1	RET (2021c)	Patient Setup UID	Y	N	U	(300A,0650) ?= hashUID[(300A,0650)]	(300A,0650) ?= hashUID[(300A,0650)] //Patient Setup UID
(300A,0676)	Equipment Frame of Reference Description	Equipment​Frame​Of​Reference​Description	ST	1		Equipment Frame of Reference Description	N	Y	X	-(300A,0676)	-(300A,0676) //Equipment Frame of Reference Description
(300A,067C)	Radiation Generation​Mode Label	Radiation​Generation​Mode​Label	SH	1		Radiation Generation Mode Label	N	Y	D	(300A,067C) ?= "ANON"	(300A,067C) ?= "ANON" //Radiation Generation​Mode Label
(300A,067D)	Radiation Generation​Mode Description	Radiation​Generation​Mode​Description	ST	1		Radiation Generation Mode Description	N	Y	Z	(300A,067D) ?= "ANON"	(300A,067D) ?= "ANON" //Radiation Generation​Mode Description
(300A,0700)	Treatment Session UID	Treatment​Session​UID	UI	1		Treatment Session UID	N	Y	U	(300A,0700) ?= hashUID[(300A,0700)]	(300A,0700) ?= hashUID[(300A,0700)] //Treatment Session UID
(300A,0734)	Treatment Tolerance Violation Description	Treatment​Tolerance​Violation​Description	ST	1		Treatment Tolerance Violation Description	N	Y	D	(300A,0734) ?= "ANON"	(300A,0734) ?= "ANON" //Treatment Tolerance Violation Description
(300A,0736)	Treatment Tolerance Violation DateTime	Treatment​Tolerance​Violatio​nDate​Time	DT	1		Treatment Tolerance Violation DateTime	N	Y	D	(300A,0736) ?= "00000000000000.000000"	(300A,0736) ?= "00000000000000.000000" //Treatment Tolerance Violation DateTime
(300A,073A)	Recorded RT Control Point DateTime	Recorded​RT​Contro​lPoint​Date​Time	DT	1		Recorded RT Control Point DateTime	N	Y	D	(300A,073A) ?= "00000000000000.000000"	(300A,073A) ?= "00000000000000.000000" //Recorded RT Control Point DateTime
(300A,0741)	Interlock DateTime	Interlock​Date​Time	DT	1		Interlock DateTime	N	Y	D	(300A,0741) ?= "00000000000000.000000"	(300A,0741) ?= "00000000000000.000000" //Interlock DateTime
(300A,0742)	Interlock Description	Interlock​Description	ST	1		Interlock Description	N	Y	D	(300A,0742) ?= "ANON"	(300A,0742) ?= "ANON" //Interlock Description
(300A,0760)	Override DateTime	Override​Date​Time	DT	1		Override DateTime	N	Y	D	(300A,0760) ?= "00000000000000.000000"	(300A,0760) ?= "00000000000000.000000" //Override DateTime
(300A,0783)	Interlock Origin Description	Interlock​Origin​Description	ST	1		Interlock Origin Description	N	Y	D	(300A,0783) ?= "ANON"	(300A,0783) ?= "ANON" //Interlock Origin Description
(300A,0785)	Referenced Treatment Position Group UID	Referenced​Treatment​Position​Group​UID	UI	1		Referenced Treatment Position Group UID	N	Y	U	(300A,0785) ?= hashUID[(300A,0785)]	(300A,0785) ?= hashUID[(300A,0785)] //Referenced Treatment Position Group UID
(300A,078E)	Patient Treatment Preparation Procedure Parameter Description	Patient​Treatment​Preparation​Procedure​Parameter​Description	LT	1		Patient Treatment Preparation Procedure Parameter Description	N	Y	X	-(300A,078E)	-(300A,078E) //Patient Treatment Preparation Procedure Parameter Description
(300A,0792)	Patient Treatment Preparation Method Description	Patient​Treatment​Preparation​Method​Description	LT	1		Patient Treatment Preparation Method Description	N	Y	X	-(300A,0792)	-(300A,0792) //Patient Treatment Preparation Method Description
(300A,0794)	Patient Setup Photo Description	Patient​Setup​Photo​Description	LT	1		Patient Setup Photo Description	N	Y	X	-(300A,0794)	-(300A,0794) //Patient Setup Photo Description
(300A,079A)	Displacement Reference Label	Displacement​Reference​Label	LO	1		Displacement Reference Label	N	Y	X	-(300A,079A)	-(300A,079A) //Displacement Reference Label
(300C,0113)	Reason for Omission Description	Reason​For​Omission​Description	LO	1		Reason for Omission Description	N	Y	X	-(300C,0113)	-(300C,0113) //Reason for Omission Description
(300C,0127)	Beam Hold Transition DateTime	Beam​Hold​Transition​Date​Time	DT	1		Beam Hold Transition DateTime	N	Y	D	(300C,0127) ?= "00000000000000.000000"	(300C,0127) ?= "00000000000000.000000" //Beam Hold Transition DateTime
(300E,0004)	Review Date	Review​Date	DA	1		Review Date	N	Y	Z	(300E,0004) ?= "00000000"	(300E,0004) ?= "00000000" //Review Date
(300E,0005)	Review Time	Review​Time	TM	1		Review Time	N	Y	Z	(300E,0005) ?= "000000.000000"	(300E,0005) ?= "000000.000000" //Review Time
(300E,0008)	Reviewer Name	Reviewer​Name	PN	1		Reviewer Name	N	Y	X/Z	(300E,0008) ?= "ANON"	(300E,0008) ?= "ANON" //Reviewer Name
(3010,0006)	Conceptual Volume UID	Conceptual​Volume​UID	UI	1		Conceptual Volume UID	N	Y	U	(3010,0006) ?= hashUID[(3010,0006)]	(3010,0006) ?= hashUID[(3010,0006)] //Conceptual Volume UID
(3010,000B)	Referenced Conceptual Volume UID	Referenced​Conceptual​Volume​UID	UI	1		Referenced Conceptual Volume UID	N	Y	U	(3010,000B) ?= hashUID[(3010,000B)]	(3010,000B) ?= hashUID[(3010,000B)] //Referenced Conceptual Volume UID
(3010,000F)	Conceptual Volume Combination Description	Conceptual​Volume​Combination​Description	ST	1		Conceptual Volume Combination Description	N	Y	Z	(3010,000F) ?= "ANON"	(3010,000F) ?= "ANON" //Conceptual Volume Combination Description
(3010,0013)	Constituent Conceptual Volume UID	Constituent​Conceptual​Volume​UID	UI	1		Constituent Conceptual Volume UID	N	Y	U	(3010,0013) ?= hashUID[(3010,0013)]	(3010,0013) ?= hashUID[(3010,0013)] //Constituent Conceptual Volume UID
(3010,0015)	Source Conceptual Volume UID	Source​Conceptual​Volume​UID	UI	1		Source Conceptual Volume UID	N	Y	U	(3010,0015) ?= hashUID[(3010,0015)]	(3010,0015) ?= hashUID[(3010,0015)] //Source Conceptual Volume UID
(3010,0017)	Conceptual Volume Description	Conceptual​Volume​Description	ST	1		Conceptual Volume Description	N	Y	Z	(3010,0017) ?= "ANON"	(3010,0017) ?= "ANON" //Conceptual Volume Description
(3010,001B)	Device Alternate Identifier	Device​Alternate​Identifier	UC	1		Device Alternate Identifier	N	Y	Z	(3010,001B) ?= "ANON"	(3010,001B) ?= "ANON" //Device Alternate Identifier
(3010,002D)	Device Label	Device​Label	LO	1		Device Label	N	Y	D	(3010,002D) ?= "ANON"	(3010,002D) ?= "ANON" //Device Label
(3010,0031)	Referenced Fiducials UID	Referenced​Fiducials​UID	UI	1		Referenced Fiducials UID	N	Y	U	(3010,0031) ?= hashUID[(3010,0031)]	(3010,0031) ?= hashUID[(3010,0031)] //Referenced Fiducials UID
(3010,0033)	User Content Label	User​Content​Label	SH	1		User Content Label	N	Y	D	(3010,0033) ?= "ANON"	(3010,0033) ?= "ANON" //User Content Label
(3010,0034)	User Content Long Label	User​Content​Long​Label	LO	1		User Content Long Label	N	Y	D	(3010,0034) ?= "ANON"	(3010,0034) ?= "ANON" //User Content Long Label
(3010,0035)	Entity Label	Entity​Label	SH	1		Entity Label	N	Y	D	(3010,0035) ?= "ANON"	(3010,0035) ?= "ANON" //Entity Label
(3010,0036)	Entity Name	Entity​Name	LO	1		Entity Name	N	Y	X	-(3010,0036)	-(3010,0036) //Entity Name
(3010,0037)	Entity Description	Entity​Description	ST	1		Entity Description	N	Y	X	-(3010,0037)	-(3010,0037) //Entity Description
(3010,0038)	Entity Long Label	Entity​Long​Label	LO	1		Entity Long Label	N	Y	D	(3010,0038) ?= "ANON"	(3010,0038) ?= "ANON" //Entity Long Label
(3010,003B)	RT Treatment Phase UID	RTTreatment​Phase​UID	UI	1		RT Treatment Phase UID	N	Y	U	(3010,003B) ?= hashUID[(3010,003B)]	(3010,003B) ?= hashUID[(3010,003B)] //RT Treatment Phase UID
(3010,0043)	Manufacturer's Device Identifier	Manufacturer​Device​Identifier	ST	1		Manufacturer's Device Identifier	N	Y	Z	(3010,0043) ?= "ANON"	(3010,0043) ?= "ANON" //Manufacturer's Device Identifier
(3010,004C)	Intended Phase Start Date	Intended​Phase​Start​Date	DA	1		Intended Phase Start Date	N	Y	X/D	(3010,004C) ?= "00000000"	(3010,004C) ?= "00000000" //Intended Phase Start Date
(3010,004D)	Intended Phase End Date	Intended​Phase​End​Date	DA	1		Intended Phase End Date	N	Y	X/D	(3010,004D) ?= "00000000"	(3010,004D) ?= "00000000" //Intended Phase End Date
(3010,0054)	RT Prescription Label	RTPrescription​Label	LO	1		RT Prescription Label	N	Y	D	(3010,0054) ?= "ANON"	(3010,0054) ?= "ANON" //RT Prescription Label
(3010,0056)	RT Treatment Approach Label	RTTreatment​Approach​Label	LO	1		RT Treatment Approach Label	N	Y	X/D	(3010,0056) ?= "ANON"	(3010,0056) ?= "ANON" //RT Treatment Approach Label
(3010,005A)	RT Physician Intent Narrative	RTPhysician​Intent​Narrative	UT	1		RT Physician Intent Narrative	N	Y	Z	(3010,005A) ?= "ANON"	(3010,005A) ?= "ANON" //RT Physician Intent Narrative
(3010,005C)	Reason for Superseding	Reason​For​Superseding	ST	1		Reason for Superseding	N	Y	Z	(3010,005C) ?= "ANON"	(3010,005C) ?= "ANON" //Reason for Superseding
(3010,0061)	Prior Treatment Dose Description	Prior​Treatment​Dose​Description	UT	1		Prior Treatment Dose Description	N	Y	X	-(3010,0061)	-(3010,0061) //Prior Treatment Dose Description
(3010,006E)	Dosimetric Objective UID	Dosimetric​Objective​UID	UI	1		Dosimetric Objective UID	N	Y	U	(3010,006E) ?= hashUID[(3010,006E)]	(3010,006E) ?= hashUID[(3010,006E)] //Dosimetric Objective UID
(3010,006F)	Referenced Dosimetric Objective UID	Referenced​Dosimetric​Objective​UID	UI	1		Referenced Dosimetric Objective UID	N	Y	U	(3010,006F) ?= hashUID[(3010,006F)]	(3010,006F) ?= hashUID[(3010,006F)] //Referenced Dosimetric Objective UID
(3010,0077)	Treatment Site	Treatment​Site	LO	1		Treatment Site	N	Y	X/D	(3010,0077) ?= "ANON"	(3010,0077) ?= "ANON" //Treatment Site
(3010,007A)	Treatment Technique Notes	Treatment​Technique​Notes	UT	1		Treatment Technique Notes	N	Y	Z	(3010,007A) ?= "ANON"	(3010,007A) ?= "ANON" //Treatment Technique Notes
(3010,007B)	Prescription Notes	Prescription​Notes	UT	1		Prescription Notes	N	Y	Z	(3010,007B) ?= "ANON"	(3010,007B) ?= "ANON" //Prescription Notes
(3010,007F)	Fractionation Notes	Fractionation​Notes	UT	1		Fractionation Notes	N	Y	Z	(3010,007F) ?= "ANON"	(3010,007F) ?= "ANON" //Fractionation Notes
(3010,0081)	Prescription Notes Sequence	Prescription​Notes​Sequence	SQ	1		Prescription Notes Sequence	N	Y	Z	TBD	TBD //Prescription Notes Sequence
(3010,0085)	Intended Fraction Start Time	Intended​Fraction​Start​Time	TM	1-n		Intended Fraction Start Time	N	Y	X	-(3010,0085)	-(3010,0085) //Intended Fraction Start Time
(4000,0010)	Arbitrary	Arbitrary	LT	1	RET	Arbitrary	Y	N	X	-(4000,0010)	-(4000,0010) //Arbitrary
(4000,4000)	Text Comments	Text​Comments	LT	1	RET	Text Comments	Y	N	X	-(4000,4000)	-(4000,4000) //Text Comments
(4008,0040)	Results ID	Results​ID	SH	1	RET (2004)	Results ID	Y	N	X	-(4008,0040)	-(4008,0040) //Results ID
(4008,0042)	Results ID Issuer	Results​ID​Issuer	LO	1	RET (2004)	Results ID Issuer	Y	N	X	-(4008,0042)	-(4008,0042) //Results ID Issuer
(4008,0100)	Interpretation Recorded Date	Interpretation​Recorded​Date	DA	1	RET (2004)	Interpretation Recorded Date	Y	N	X	-(4008,0100)	-(4008,0100) //Interpretation Recorded Date
(4008,0101)	Interpretation Recorded Time	Interpretation​Recorded​Time	TM	1	RET (2004)	Interpretation Recorded Time	Y	N	X	-(4008,0101)	-(4008,0101) //Interpretation Recorded Time
(4008,0102)	Interpretation Recorder	Interpretation​Recorder	PN	1	RET (2004)	Interpretation Recorder	Y	N	X	-(4008,0102)	-(4008,0102) //Interpretation Recorder
(4008,0108)	Interpretation Transcription Date	Interpretation​Transcription​Date	DA	1	RET (2004)	Interpretation Transcription Date	Y	N	X	-(4008,0108)	-(4008,0108) //Interpretation Transcription Date
(4008,0109)	Interpretation Transcription Time	Interpretation​Transcription​Time	TM	1	RET (2004)	Interpretation Transcription Time	Y	N	X	-(4008,0109)	-(4008,0109) //Interpretation Transcription Time
(4008,010A)	Interpretation Transcriber	Interpretation​Transcriber	PN	1	RET (2004)	Interpretation Transcriber	Y	N	X	-(4008,010A)	-(4008,010A) //Interpretation Transcriber
(4008,010B)	Interpretation Text	Interpretation​Text	ST	1	RET (2004)	Interpretation Text	Y	N	X	-(4008,010B)	-(4008,010B) //Interpretation Text
(4008,010C)	Interpretation Author	Interpretation​Author	PN	1	RET (2004)	Interpretation Author	Y	N	X	-(4008,010C)	-(4008,010C) //Interpretation Author
(4008,0111)	Interpretation Approver Sequence	Interpretation​Approver​Sequence	SQ	1	RET (2004)	Interpretation Approver Sequence	Y	N	X	-(4008,0111)	-(4008,0111) //Interpretation Approver Sequence
(4008,0112)	Interpretation Approval Date	Interpretation​Approval​Date	DA	1	RET (2004)	Interpretation Approval Date	Y	N	X	-(4008,0112)	-(4008,0112) //Interpretation Approval Date
(4008,0113)	Interpretation Approval Time	Interpretation​Approval​Time	TM	1	RET (2004)	Interpretation Approval Time	Y	N	X	-(4008,0113)	-(4008,0113) //Interpretation Approval Time
(4008,0114)	Physician Approving Interpretation	Physician​Approving​Interpretation	PN	1	RET (2004)	Physician Approving Interpretation	Y	N	X	-(4008,0114)	-(4008,0114) //Physician Approving Interpretation
(4008,0115)	Interpretation Diagnosis Description	Interpretation​Diagnosis​Description	LT	1	RET (2004)	Interpretation Diagnosis Description	Y	N	X	-(4008,0115)	-(4008,0115) //Interpretation Diagnosis Description
(4008,0118)	Results Distribution List Sequence	Results​Distribution​List​Sequence	SQ	1	RET (2004)	Results Distribution List Sequence	Y	N	X	-(4008,0118)	-(4008,0118) //Results Distribution List Sequence
(4008,0119)	Distribution Name	Distribution​Name	PN	1	RET (2004)	Distribution Name	Y	N	X	-(4008,0119)	-(4008,0119) //Distribution Name
(4008,011A)	Distribution Address	Distribution​Address	LO	1	RET (2004)	Distribution Address	Y	N	X	-(4008,011A)	-(4008,011A) //Distribution Address
(4008,0200)	Interpretation ID	Interpretation​ID	SH	1	RET (2004)	Interpretation ID	Y	N	X	-(4008,0200)	-(4008,0200) //Interpretation ID
